證券代碼,年,月,日,收盤價(元),成交量(千股)
6020 大展證,2008,4,1,15.6758,"1,035"
6021 大慶證,2008,4,1,14.9968,"1,408"
6022 大眾證,2008,4,1,13.6126,"6,618"
6023 元大期,2008,4,1,16.4417,123
6101 寬魚國際,2008,4,1,47.8679,79
6103 合邦,2008,4,1,142.346,387
6104 創惟,2008,4,1,21.9858,"1,257"
6105 瑞傳,2008,4,1,26.5435,292
6107 華美,2008,4,1,4.3883,9
6108 競國,2008,4,1,8.9786,647
6109 亞元,2008,4,1,7.6955,63
6110 艾群,2008,4,1,1.35,2
6111 大宇資,2008,4,1,9.0025,33
6112 聚碩,2008,4,1,4.2854,925
6113 亞矽,2008,4,1,7,48
6114 久威,2008,4,1,32.2427,21
6115 鎰勝,2008,4,1,12.4333,42
6116 彩晶,2008,4,1,16.4604,"20,092"
6117 迎廣,2008,4,1,11.3162,79
6118 建達,2008,4,1,18.2535,863
6119 大傳,2008,4,1,7.7441,279
6120 達運,2008,4,1,13.6912,"5,175"
6121 新普,2008,4,1,83.1406,"1,965"
6122 擎邦,2008,4,1,7.4602,"3,455"
6123 上奇,2008,4,1,6.7977,89
6124 業強,2008,4,1,23.8154,208
6125 廣運,2008,4,1,17.7646,538
6126 信音,2008,4,1,9.0898,728
6127 九豪,2008,4,1,9.2354,128
6128 上福,2008,4,1,7.0544,84
6129 普誠,2008,4,1,18.1607,"1,712"
6130 星寶國際,2008,4,1,29.8685,260
6131 鈞泰,2008,4,1,63.1679,251
6133 金橋,2008,4,1,11.7268,"1,264"
6134 萬旭,2008,4,1,41.8585,102
6135 佳營,2008,4,1,7.6,168
6136 富爾特,2008,4,1,6.3649,"1,576"
6138 茂達,2008,4,1,38.4772,"3,819"
6139 亞翔,2008,4,1,18.0282,339
6140 訊達,2008,4,1,8.7628,49
6141 柏承,2008,4,1,19.953,151
6142 友勁,2008,4,1,14.9823,"1,615"
6143 振曜,2008,4,1,15.9636,549
6144 得利影,2008,4,1,43.4625,1
6145 勁永,2008,4,1,26.3818,"7,335"
6146 耕興,2008,4,1,20.6335,248
6147 頎邦,2008,4,1,15.9621,"1,827"
6148 驊宏資,2008,4,1,8.598,24
6149 禾鴻,2008,4,1,11.9,100
6150 撼訊,2008,4,1,25.3193,160
6151 晉倫,2008,4,1,5.4847,12
6152 百一,2008,4,1,14.7981,"1,489"
6153 嘉聯益,2008,4,1,8.7401,"1,840"
6154 順發,2008,4,1,18.4471,576
6155 鈞寶,2008,4,1,16.1177,34
6156 松上,2008,4,1,103.0253,"1,114"
6158 禾昌,2008,4,1,24.0981,900
6159 詮鼎,2008,4,1,17.8956,"1,843"
6160 欣技,2008,4,1,39.0464,32
6161 捷波,2008,4,1,8.096,760
6163 華電網,2008,4,1,16.0075,775
6164 華興,2008,4,1,12.5564,683
6165 浪凡,2008,4,1,43.0916,"1,118"
6166 凌華,2008,4,1,13.6697,173
6167 久正,2008,4,1,11.97,"4,562"
6168 宏齊,2008,4,1,17.9378,"2,296"
6169 昱泉,2008,4,1,20.1516,48
6170 統振,2008,4,1,13.7147,233
6171 大城地產,2008,4,1,5.5972,15
6172 互億,2008,4,1,20.2038,431
6173 信昌電,2008,4,1,11.0188,"1,556"
6174 安碁,2008,4,1,6.5863,0
6175 立敦,2008,4,1,5.2357,54
6176 瑞儀,2008,4,1,13.2318,"5,034"
6177 達麗,2008,4,1,4.8601,56
6179 亞通,2008,4,1,15.3676,70
6180 橘子,2008,4,1,17.426,298
6182 合晶,2008,4,1,78.7923,"3,639"
6183 關貿,2008,4,1,9.7561,"1,351"
6184 大豐電,2008,4,1,14.3196,20
6185 幃翔,2008,4,1,5.7524,108
6186 新潤,2008,4,1,29.2977,594
6187 萬潤,2008,4,1,16.4231,178
6188 廣明,2008,4,1,16.859,"2,324"
6189 豐藝,2008,4,1,9.1566,529
6190 萬泰科,2008,4,1,10.4217,327
6191 精成科,2008,4,1,16.1091,489
6192 巨路,2008,4,1,25.4816,592
6194 育富,2008,4,1,22.217,528
6195 詩肯,2008,4,1,5.2981,9
6196 帆宣,2008,4,1,8.7407,280
6197 佳必琪,2008,4,1,41.243,"1,247"
6198 凌泰,2008,4,1,59.5783,57
6199 天品,2008,4,1,25.4053,173
6201 亞弘電,2008,4,1,10.7798,117
6202 盛群,2008,4,1,18.2461,"3,154"
6203 海韻電,2008,4,1,64.7399,122
6204 艾華,2008,4,1,13.543,66
6205 詮欣,2008,4,1,25.1596,235
6206 飛捷,2008,4,1,27.4355,298
6207 雷科,2008,4,1,13.8274,244
6208 日揚,2008,4,1,9.1102,413
6209 今國光,2008,4,1,24.692,"1,123"
6210 慶生,2008,4,1,13.6064,414
6211 福登,2008,4,1,11.6263,8
6212 理銘,2008,4,1,7.9452,50
6213 聯茂,2008,4,1,12.4763,"4,918"
6214 精誠,2008,4,1,14.2991,"1,311"
6215 和椿,2008,4,1,22.4614,144
6216 居易,2008,4,1,8.8719,361
6217 中探針,2008,4,1,4.8685,17
6218 豪勉,2008,4,1,8.2453,80
6219 富旺,2008,4,1,19.4046,18
6220 岳豐,2008,4,1,7.6128,244
6221 晉泰,2008,4,1,3.5077,58
6222 上揚,2008,4,1,53.0572,495
6223 旺矽,2008,4,1,40.5986,125
6224 聚鼎,2008,4,1,13.2764,75
6225 天瀚,2008,4,1,92.6265,135
6226 光鼎,2008,4,1,12.4563,148
6227 茂綸,2008,4,1,7.4389,185
6228 全譜,2008,4,1,15.304,16
6229 研通,2008,4,1,11.1387,222
6230 尼得科超眾,2008,4,1,13.5047,465
6231 系微,2008,4,1,57.581,335
6232 仕欽,2008,4,1,10,"9,820"
6233 旺玖,2008,4,1,34.1149,"6,874"
6234 高僑,2008,4,1,15.9664,124
6235 華孚,2008,4,1,33.8962,"1,630"
6236 康呈,2008,4,1,37,0
6237 驊訊,2008,4,1,63.8511,587
6238 勝麗,2008,4,1,12.6378,1
6239 力成,2008,4,1,43.9778,"4,133"
6240 松崗,2008,4,1,183.2854,3
6241 易通展,2008,4,1,22.9595,0
6242 立康,2008,4,1,450.6861,284
6243 迅杰,2008,4,1,117.0281,"1,515"
6244 茂迪,2008,4,1,159.6427,"1,155"
6245 立端,2008,4,1,11.9265,"1,010"
6246 臺龍,2008,4,1,37.5346,108
6247 淇譽電,2008,4,1,16.1143,129
6248 沛波,2008,4,1,64.0572,108
6250 宇加,2008,4,1,22.6435,23
6255 奈普,2008,4,1,30.1382,"4,028"
6257 矽格,2008,4,1,6.9285,"2,323"
6259 百徽,2008,4,1,95.7691,65
6261 久元,2008,4,1,25.6206,658
6263 普萊德,2008,4,1,13.4945,161
6264 富裔,2008,4,1,11.6689,99
6265 方土昶,2008,4,1,17.1324,"1,146"
6266 泰詠,2008,4,1,5.4074,253
6269 台郡,2008,4,1,6.295,712
6270 倍微,2008,4,1,14.1605,"2,003"
6271 同欣電,2008,4,1,47.9591,114
6274 台燿,2008,4,1,8.1465,592
6275 元山,2008,4,1,13.1124,32
6276 安鈦克,2008,4,1,52.241,119
6277 宏正,2008,4,1,25.8967,"1,189"
6278 台表科,2008,4,1,18.846,"1,745"
6279 胡連,2008,4,1,15.6039,13
6281 全國電,2008,4,1,28.9027,284
6282 康舒,2008,4,1,6.049,"3,034"
6283 淳安,2008,4,1,36.5334,"1,949"
6284 佳邦,2008,4,1,28.2685,625
6285 啟碁,2008,4,1,18.2573,"4,551"
6286 立錡,2008,4,1,140.0528,"3,771"
6287 元隆,2008,4,1,54.4101,745
6289 華上,2008,4,1,105.7843,"8,099"
6290 良維,2008,4,1,5.0855,202
6291 沛亨,2008,4,1,167.9661,159
6292 迅德,2008,4,1,7.6203,2
6294 智基,2008,4,1,29.555,27
6298 崴強,2008,4,1,13.0564,199
6402 基泰營,2008,4,1,15.1211,437
6505 台塑化,2008,4,1,52.9216,"7,746"
6508 惠光,2008,4,1,12.1162,246
6509 聚和,2008,4,1,12.9065,"1,187"
6603 富強鑫,2008,4,1,4.8816,64
6605 帝寶,2008,4,1,56.5797,300
6609 瀧澤科,2008,4,1,14.3479,55
8008 建興電,2008,4,1,19.8021,"1,767"
8016 矽創,2008,4,1,40.7528,"4,406"
8021 尖點,2008,4,1,25.7472,427
8024 佑華,2008,4,1,19.0817,377
8032 光菱,2008,4,1,6.7333,124
8033 雷虎,2008,4,1,23.7569,91
8034 榮群,2008,4,1,8.6197,270
8039 台虹,2008,4,1,12.3584,264
8040 九暘,2008,4,1,45.256,768
8042 金山電,2008,4,1,7.859,141
8043 蜜望實,2008,4,1,13.8791,"4,013"
8044 網家,2008,4,1,12.3782,53
8046 南電,2008,4,1,92.7004,"1,116"
8047 星雲,2008,4,1,10.0611,53
8049 晶采,2008,4,1,9.3824,"5,365"
8050 廣積,2008,4,1,22.7733,564
8053 巨擘,2008,4,1,8.5847,192
8054 安國,2008,4,1,37.221,"1,198"
8064 東捷,2008,4,1,24.795,599
8066 來思達,2008,4,1,29.737,58
8067 志旭,2008,4,1,23.3624,27
8068 全達,2008,4,1,67.5,69
8069 元太,2008,4,1,21.516,"29,814"
8070 長華*,2008,4,1,4.7228,153
8071 能率網通,2008,4,1,9.3801,262
8072 陞泰,2008,4,1,72.95,698
8074 鉅橡,2008,4,1,5.7662,133
8076 伍豐,2008,4,1,97.2298,"3,333"
8077 洛碁,2008,4,1,74.2826,13
8078 華寶,2008,4,1,41.8544,"3,058"
8079 誠遠,2008,4,1,6.891,675
8080 永利聯合,2008,4,1,55.2722,484
8081 致新,2008,4,1,67.62,"1,462"
8082 深耕,2008,4,1,12.6758,147
8083 瑞穎,2008,4,1,13.4721,3
8084 巨虹,2008,4,1,31.3,901
8085 福華,2008,4,1,20.133,"1,539"
8087 華鎂鑫,2008,4,1,7.8842,33
8088 品安,2008,4,1,7.2129,634
8091 翔名,2008,4,1,16.047,45
8092 建暐,2008,4,1,12.6,31
8093 保銳,2008,4,1,17.6619,117
8096 擎亞,2008,4,1,7.5447,444
8097 常珵,2008,4,1,75.2761,254
8099 大世科,2008,4,1,10.1913,101
8101 華冠,2008,4,1,39.2682,"4,554"
8103 瀚荃,2008,4,1,17.7316,507
8105 凌巨,2008,4,1,30.4933,"16,547"
8107 大億金茂,2008,4,1,36.1355,"4,253"
8109 博大,2008,4,1,8.4407,56
8110 華東,2008,4,1,8.6886,"1,831"
8111 立碁,2008,4,1,26.9529,"2,102"
8112 至上,2008,4,1,4.7495,"4,331"
8114 振樺電,2008,4,1,25.0788,67
8121 越峰,2008,4,1,18.1276,339
8131 福懋科,2008,4,1,18.3647,904
8163 達方,2008,4,1,32.388,"1,183"
8182 加高,2008,4,1,14.3023,140
8183 精星,2008,4,1,13.3502,"3,936"
8201 無敵,2008,4,1,30.6402,181
8210 勤誠,2008,4,1,7.6912,216
8234 新漢,2008,4,1,14.7831,417
8240 華宏,2008,4,1,27.1286,775
8249 菱光,2008,4,1,11.6847,915
8255 朋程,2008,4,1,64.6159,108
8261 富鼎,2008,4,1,33.6609,"1,943"
8266 中日新,2008,4,1,208.7164,"2,258"
8277 商丞,2008,4,1,51.7595,507
8287 英格爾,2008,4,1,10.036,58
8299 群聯,2008,4,1,74.0286,"2,958"
8349 恒耀,2008,4,1,10.3791,3
8354 冠好,2008,4,1,6.9586,169
8374 羅昇,2008,4,1,15.1263,50
8383 千附,2008,4,1,16.3116,220
8705 D 東隆,2008,4,1,33.9736,63
8905 裕國,2008,4,1,8.184,10
8906 花王,2008,4,1,9.4691,3
8908 欣雄,2008,4,1,4.0496,2
8913 全銓,2008,4,1,1.9919,10
8916 光隆,2008,4,1,4.7908,23
8917 欣泰,2008,4,1,13.5709,23
8921 沈氏,2008,4,1,6.4938,0
8923 時報,2008,4,1,6.0828,1
8924 大田,2008,4,1,51.7909,245
8925 偉盟,2008,4,1,19.3686,"1,839"
8926 台汽電,2008,4,1,6.6845,"2,289"
8927 北基,2008,4,1,11.8166,5
8928 鉅明,2008,4,1,10.2173,20
8929 富堡,2008,4,1,3.3108,0
8930 青鋼,2008,4,1,5.7416,91
8931 大汽電,2008,4,1,6.7544,189
8932 宏大,2008,4,1,15.6014,408
8933 愛地雅,2008,4,1,17.8781,"1,221"
8934 衡平,2008,4,1,86.9868,0
8935 邦泰,2008,4,1,22.1635,408
8936 國統,2008,4,1,12.3585,312
8937 合騏,2008,4,1,11.9371,35
8938 明安,2008,4,1,28.1027,295
8940 新天地,2008,4,1,18.0125,105
8941 關中,2008,4,1,82.5047,59
8942 森鉅,2008,4,1,17.9041,195
8996 高力,2008,4,1,8.8835,10
9101 福雷電,2008,4,1,5.48,"3,547"
9102 東亞科,2008,4,1,4.17,135
9103 美德醫療-DR,2008,4,1,8.1637,"6,006"
9104 萬宇科,2008,4,1,23.4678,3
9105 泰金寶-DR,2008,4,1,3.7463,"18,771"
9902 台火,2008,4,1,13.4659,"1,949"
9904 寶成,2008,4,1,13.8374,"5,690"
9905 大華,2008,4,1,7.2546,114
9906 欣巴巴,2008,4,1,1.9316,29
9907 統一實,2008,4,1,9.1623,"5,916"
9908 大台北,2008,4,1,9.9778,257
9910 豐泰,2008,4,1,7.7377,409
9911 櫻花,2008,4,1,7.4418,"3,335"
9912 偉聯,2008,4,1,7.8819,54
9914 美利達,2008,4,1,28.7734,928
9917 中保科,2008,4,1,29.9766,"1,403"
9918 欣天然,2008,4,1,13.9212,19
9919 康那香,2008,4,1,12.233,429
9921 巨大,2008,4,1,39.054,"1,104"
9922 優美,2008,4,1,1.62,332
9924 福興,2008,4,1,7.4141,255
9925 新保,2008,4,1,12.4337,288
9926 新海,2008,4,1,8.3548,27
9927 泰銘,2008,4,1,24.884,"7,423"
9928 中視,2008,4,1,57.2508,"1,685"
9929 秋雨,2008,4,1,5.7447,461
9930 中聯資源,2008,4,1,16.5279,645
9931 欣高,2008,4,1,8.8207,3
9933 中鼎,2008,4,1,11.167,"1,719"
9934 成霖,2008,4,1,17.0248,227
9935 慶豐富,2008,4,1,28.4303,"2,047"
9937 全國,2008,4,1,13.8454,647
9938 百和,2008,4,1,16.2827,967
9939 宏全,2008,4,1,15.0886,"6,513"
9940 信義,2008,4,1,25.6183,280
9941 裕融,2008,4,1,23.15,111
9942 茂順,2008,4,1,17.3234,43
9943 好樂迪,2008,4,1,11.0955,3
9944 新麗,2008,4,1,23.1015,"1,683"
9945 潤泰新,2008,4,1,11.9399,"4,719"
9946 三發地產,2008,4,1,5.4166,72
9949 琉園,2008,4,1,32.7498,49
9950 萬國通,2008,4,1,7.5514,18
9951 皇田,2008,4,1,21.199,16
9955 佳龍,2008,4,1,59.7485,496
9958 世紀鋼,2008,4,1,12.3288,"2,331"
9960 邁達康,2008,4,1,9.8387,22
9962 有益,2008,4,1,9.6446,251
1101 台泥,2009,4,1,11.8588,"24,331"
1102 亞泥,2009,4,1,13.4933,"12,256"
1103 嘉泥,2009,4,1,9.0352,"5,570"
1104 環泥,2009,4,1,7.0445,"1,971"
1107 建台,2009,4,1,0.96,169
1108 幸福,2009,4,1,4.6382,"2,191"
1109 信大,2009,4,1,5.9249,376
1110 東泥,2009,4,1,8.0048,"1,142"
1201 味全,2009,4,1,18.6375,"13,484"
1203 味王,2009,4,1,8.114,493
1210 大成,2009,4,1,8.8826,"8,904"
1213 大飲,2009,4,1,8.3619,367
1215 卜蜂,2009,4,1,5.8762,"7,792"
1216 統一,2009,4,1,12.1038,"13,207"
1217 愛之味,2009,4,1,8.319,"30,516"
1218 泰山,2009,4,1,5.7799,"8,280"
1219 福壽,2009,4,1,5.9874,"2,616"
1220 台榮,2009,4,1,4.0789,331
1225 福懋油,2009,4,1,6.0353,"1,734"
1227 佳格,2009,4,1,6.2917,"3,910"
1229 聯華,2009,4,1,3.9048,"4,970"
1231 聯華食,2009,4,1,3.5641,933
1232 大統益,2009,4,1,13.7858,476
1233 天仁,2009,4,1,14.9216,35
1234 黑松,2009,4,1,8.7442,"7,235"
1235 興泰,2009,4,1,14.7059,8
1236 宏亞,2009,4,1,7.5809,217
1301 台塑,2009,4,1,27.0963,"10,427"
1303 南亞,2009,4,1,22.3317,"7,090"
1304 台聚,2009,4,1,5.2205,"8,201"
1305 華夏,2009,4,1,4.223,"5,332"
1307 三芳,2009,4,1,8.3143,344
1308 亞聚,2009,4,1,4.9548,"1,121"
1309 台達化,2009,4,1,4.4892,"1,333"
1310 台苯,2009,4,1,6.8095,"17,744"
1312 國喬,2009,4,1,5.2461,"15,663"
1313 聯成,2009,4,1,5.2818,"8,431"
1314 中石化,2009,4,1,4.4919,"38,294"
1315 達新,2009,4,1,15.6358,381
1316 上曜,2009,4,1,4.8147,246
1319 東陽,2009,4,1,11.426,"5,761"
1321 大洋,2009,4,1,12.3351,680
1323 永裕,2009,4,1,4.7652,312
1324 地球,2009,4,1,6.8518,313
1325 恒大,2009,4,1,6.2444,204
1326 台化,2009,4,1,21.9623,"5,977"
1333 恩得利,2009,4,1,8.2,"2,005"
1336 台翰,2009,4,1,10.6076,133
1402 遠東新,2009,4,1,13.4568,"10,966"
1409 新纖,2009,4,1,3.1939,"20,196"
1410 南染,2009,4,1,7.2223,"2,808"
1413 宏洲,2009,4,1,5.6523,390
1414 東和,2009,4,1,2.044,594
1416 廣豐,2009,4,1,5.4631,"3,800"
1417 嘉裕,2009,4,1,6.3793,"4,866"
1418 東華,2009,4,1,6.6158,375
1419 新紡,2009,4,1,14.0993,"5,000"
1423 利華,2009,4,1,4.047,614
1432 大魯閣,2009,4,1,2.403,3
1434 福懋,2009,4,1,10.0162,"2,167"
1435 中福,2009,4,1,3.1,430
1436 華友聯,2009,4,1,7.5397,133
1437 勤益控,2009,4,1,7.891,"3,532"
1438 三地開發,2009,4,1,1.5593,0
1439 中和,2009,4,1,6.1881,139
1440 南紡,2009,4,1,5.1415,"5,789"
1441 大東,2009,4,1,5.844,221
1442 名軒,2009,4,1,3.7682,661
1443 立益,2009,4,1,4.4961,423
1444 力麗,2009,4,1,2.4516,"3,695"
1445 大宇,2009,4,1,4.2731,485
1446 宏和,2009,4,1,6.2236,36
1447 力鵬,2009,4,1,2.8736,"2,596"
1449 佳和,2009,4,1,12.3697,524
1451 年興,2009,4,1,8.9222,"1,975"
1452 宏益,2009,4,1,2.9641,68
1453 大將,2009,4,1,5.0817,"1,322"
1454 台富,2009,4,1,3.5728,452
1455 集盛,2009,4,1,3.1147,936
1456 怡華,2009,4,1,12.4398,237
1457 宜進,2009,4,1,2.5985,522
1459 聯發,2009,4,1,4.4372,341
1460 宏遠,2009,4,1,4.5367,641
1463 強盛,2009,4,1,2.0764,101
1464 得力,2009,4,1,2.7808,106
1465 偉全,2009,4,1,3.3714,70
1466 聚隆,2009,4,1,2.7624,59
1467 南緯,2009,4,1,4.3877,348
1468 昶和,2009,4,1,10.5,50
1469 理隆,2009,4,1,9.55,2
1470 大統新創,2009,4,1,6.9119,16
1471 首利,2009,4,1,14.7939,727
1472 三洋實業,2009,4,1,22.9994,661
1473 台南,2009,4,1,10.2458,254
1474 弘裕,2009,4,1,3.1791,43
1475 業旺,2009,4,1,69.7888,65
1476 儒鴻,2009,4,1,6.3337,278
1477 聚陽,2009,4,1,15.2032,262
1503 士電,2009,4,1,21.8348,"2,200"
1504 東元,2009,4,1,7.2585,"14,051"
1506 正道,2009,4,1,17.2732,43
1507 永大,2009,4,1,8.5321,"1,343"
1512 瑞利,2009,4,1,5.4817,465
1513 中興電,2009,4,1,8.9559,"6,517"
1514 亞力,2009,4,1,3.0779,605
1515 力山,2009,4,1,3.8072,315
1516 川飛,2009,4,1,93.3746,"1,632"
1517 利奇,2009,4,1,5.9832,"3,386"
1519 華城,2009,4,1,18.1441,"1,794"
1521 大億,2009,4,1,6.4357,218
1522 堤維西,2009,4,1,9.4239,"1,999"
1523 開億,2009,4,1,16.0149,"1,007"
1524 耿鼎,2009,4,1,6.9474,414
1525 江申,2009,4,1,8.8757,40
1526 日馳,2009,4,1,6.0072,267
1527 鑽全,2009,4,1,11.6912,242
1528 恩德,2009,4,1,4.8127,"1,239"
1529 樂士,2009,4,1,26.742,994
1530 亞崴,2009,4,1,12.0485,381
1531 高林股,2009,4,1,7.8817,872
1532 勤美,2009,4,1,9.211,"4,515"
1533 車王電,2009,4,1,12.1034,526
1535 中宇,2009,4,1,18.2736,478
1536 和大,2009,4,1,8.1378,"1,167"
1537 廣隆,2009,4,1,8.3767,"1,096"
1538 正峰,2009,4,1,155.1094,"5,582"
1539 巨庭,2009,4,1,3.8708,169
1540 喬福,2009,4,1,9.9251,655
1541 錩泰,2009,4,1,5.5572,8
1558 伸興,2009,4,1,8.4505,8
1560 中砂,2009,4,1,12.8128,562
1565 精華,2009,4,1,72.3177,85
1569 濱川,2009,4,1,10.5682,61
1570 力肯,2009,4,1,5.5218,70
1580 新麥,2009,4,1,10.2238,29
1582 信錦,2009,4,1,24.9736,712
1583 程泰,2009,4,1,11.2072,54
1584 精剛,2009,4,1,12.3929,56
1603 華電,2009,4,1,6.1675,"1,694"
1604 聲寶,2009,4,1,3.4729,"1,854"
1605 華新,2009,4,1,5.2095,"27,999"
1608 華榮,2009,4,1,3.8683,"1,464"
1609 大亞,2009,4,1,4.0721,"1,026"
1611 中電,2009,4,1,8.4892,890
1612 宏泰,2009,4,1,6.2374,"2,029"
1613 台一,2009,4,1,3.7,351
1614 三洋電,2009,4,1,16.7289,"3,124"
1615 大山,2009,4,1,3.3106,125
1616 億泰,2009,4,1,4.9,298
1617 榮星,2009,4,1,3.6958,387
1618 合機,2009,4,1,8.3811,"2,627"
1701 中化,2009,4,1,10.3364,"6,242"
1702 南僑,2009,4,1,3.8462,"1,388"
1704 榮化,2009,4,1,13.9493,"3,227"
1707 葡萄王,2009,4,1,13.8674,"1,894"
1708 東鹼,2009,4,1,13.4106,"4,050"
1709 和益,2009,4,1,4.4974,477
1710 東聯,2009,4,1,8.8969,"4,080"
1711 永光,2009,4,1,6.0862,"2,914"
1712 興農,2009,4,1,5.8233,"11,532"
1713 國化,2009,4,1,5.9491,478
1714 和桐,2009,4,1,4.122,"3,728"
1715 萬洲,2009,4,1,4.2492,200
1716 永信藥品,2009,4,1,29.7622,"1,880"
1717 長興,2009,4,1,7.3694,"1,622"
1718 中纖,2009,4,1,4.052,"9,362"
1720 生達,2009,4,1,13.3736,"3,147"
1721 三晃,2009,4,1,13.2049,"3,048"
1722 台肥,2009,4,1,45.2238,"28,699"
1723 中碳,2009,4,1,30.9731,"2,049"
1724 台硝,2009,4,1,5.1857,"1,006"
1725 元禎,2009,4,1,8.6935,21
1726 永記,2009,4,1,17.7667,24
1727 中華化,2009,4,1,7.8646,"2,319"
1729 必翔,2009,4,1,53.6022,"1,868"
1730 花仙子,2009,4,1,4.7191,155
1731 美吾華,2009,4,1,11.3425,"2,570"
1732 毛寶,2009,4,1,8.2777,229
1733 五鼎,2009,4,1,25.6368,"1,144"
1734 杏輝,2009,4,1,20.9398,"7,313"
1735 日勝化,2009,4,1,5.2761,79
1736 喬山,2009,4,1,14.67,892
1737 臺鹽,2009,4,1,11.5229,"3,314"
1742 台蠟,2009,4,1,25.1966,179
1773 勝一,2009,4,1,5.6402,411
1777 生泰,2009,4,1,16.5328,62
1781 合世,2009,4,1,11.9455,354
1784 訊聯,2009,4,1,50.8964,850
1785 光洋科,2009,4,1,25.3776,"8,370"
1787 福盈科,2009,4,1,4.4699,14
1799 易威,2009,4,1,19.0296,418
1802 台玻,2009,4,1,13.3886,"2,824"
1805 寶徠,2009,4,1,8.2663,7
1806 冠軍,2009,4,1,7.6286,"3,694"
1808 潤隆,2009,4,1,3.5957,194
1809 中釉,2009,4,1,6.442,"2,402"
1810 和成,2009,4,1,6.4179,"3,259"
1815 富喬,2009,4,1,7.133,"1,245"
1902 台紙,2009,4,1,7.3824,"18,339"
1903 士紙,2009,4,1,26.4,"1,130"
1904 正隆,2009,4,1,4.0971,"5,128"
1905 華紙,2009,4,1,7.5117,"12,692"
1906 寶隆,2009,4,1,3.3868,240
1907 永豐餘,2009,4,1,6.3047,"31,568"
1909 榮成,2009,4,1,3.8603,"1,170"
2002 中鋼,2009,4,1,12.411,"66,816"
2006 東和鋼鐵,2009,4,1,19.274,"13,214"
2007 燁興,2009,4,1,8.8811,"3,334"
2008 高興昌,2009,4,1,5.8952,"1,429"
2009 第一銅,2009,4,1,5.805,"2,038"
2010 春源,2009,4,1,5.0195,"1,305"
2012 春雨,2009,4,1,5.0527,207
2013 中鋼構,2009,4,1,9.1309,390
2014 中鴻,2009,4,1,12.9412,"18,970"
2015 豐興,2009,4,1,19.5391,"7,571"
2017 官田鋼,2009,4,1,7.8684,"8,921"
2020 美亞,2009,4,1,6.1316,428
2022 聚亨,2009,4,1,12.4552,"12,180"
2023 燁輝,2009,4,1,6.0293,"3,174"
2024 志聯,2009,4,1,3.8486,"1,341"
2025 千興,2009,4,1,5.06,"4,638"
2027 大成鋼,2009,4,1,5.9272,"3,046"
2028 威致,2009,4,1,11.1333,"14,642"
2029 盛餘,2009,4,1,14.429,"2,180"
2030 彰源,2009,4,1,7.7014,"4,272"
2031 新光鋼,2009,4,1,9.0728,"3,773"
2032 新鋼,2009,4,1,6.9106,735
2033 佳大,2009,4,1,31.278,"1,173"
2034 允強,2009,4,1,6.0354,"4,331"
2035 唐榮,2009,4,1,24.2,404
2038 海光,2009,4,1,14.2418,"1,385"
2059 川湖,2009,4,1,72.6908,289
2062 橋椿,2009,4,1,12.649,32
2101 南港,2009,4,1,12.8195,"14,753"
2102 泰豐,2009,4,1,8.0733,"4,748"
2103 台橡,2009,4,1,13.7022,"9,386"
2104 國際中橡,2009,4,1,13.0335,"15,049"
2105 正新,2009,4,1,10.8369,"13,409"
2106 建大,2009,4,1,6.8887,"5,130"
2107 厚生,2009,4,1,6.545,"18,364"
2108 南帝,2009,4,1,7.3874,"3,763"
2109 華豐,2009,4,1,13.9627,"3,759"
2114 鑫永銓,2009,4,1,7.4839,97
2201 裕隆,2009,4,1,24.6279,"13,993"
2204 中華,2009,4,1,12.213,"15,274"
2206 三陽工業,2009,4,1,5.6315,"6,827"
2207 和泰車,2009,4,1,30.5576,"1,145"
2208 台船,2009,4,1,36.6657,"42,189"
2221 大甲,2009,4,1,5.688,176
2227 裕日車,2009,4,1,12.1938,239
2231 為升,2009,4,1,8.9991,"1,433"
2301 光寶科,2009,4,1,10.1936,"7,076"
2302 麗正,2009,4,1,4.0424,"1,266"
2303 聯電,2009,4,1,6.8686,"133,264"
2305 全友,2009,4,1,4.32,370
2308 台達電,2009,4,1,38.4784,"7,529"
2311 日月光,2009,4,1,9.1562,"51,796"
2312 金寶,2009,4,1,6.2461,"13,136"
2313 華通,2009,4,1,5.5318,"10,359"
2314 台揚,2009,4,1,35.2132,"3,963"
2315 神達電腦,2009,4,1,13.2231,"12,051"
2316 楠梓電,2009,4,1,5.0146,"5,927"
2317 鴻海,2009,4,1,28.9462,"41,978"
2321 東訊,2009,4,1,83.6446,"3,410"
2323 中環,2009,4,1,11.1419,"56,184"
2324 仁寶,2009,4,1,11.1082,"28,096"
2325 矽品,2009,4,1,22.4179,"17,547"
2327 國巨,2009,4,1,12.8571,"17,253"
2328 廣宇,2009,4,1,22.3474,"12,412"
2329 華泰,2009,4,1,7.5979,"3,838"
2330 台積電,2009,4,1,31.683,"52,016"
2331 精英,2009,4,1,5.1344,"16,320"
2332 友訊,2009,4,1,14.526,"10,838"
2337 旺宏,2009,4,1,8.2505,"106,954"
2338 光罩,2009,4,1,6.4513,"1,884"
2340 光磊,2009,4,1,12.7198,"14,017"
2341 英群,2009,4,1,2,74
2342 茂矽,2009,4,1,157.0855,"12,723"
2344 華邦電,2009,4,1,3.7567,"21,360"
2345 智邦,2009,4,1,4.7584,"11,581"
2347 聯強,2009,4,1,18.4376,"14,897"
2348 海悅,2009,4,1,40.601,21
